id	rmks
20220122000819I	ON JANUARY 22, 2022, 1620 CST, A LEAR JET 31A AIRCRAFT LANDED AT SAN ANTONIO INTERNATIONAL AIRPORT (SAT), RUNWAY 13
20211011022319A	PILOT WAS ON A SOLO TRAINING FLIGHT AT KMAC AND DOING PATTERN WORK WHEN SHE ENCOUNTERED A BIRD STRIKE ON LEFT DOWNW
20220602022059I	THE STUDENT PILOT WAS SOLOING THE AIRCRAFT AND ON LANDING HE OVER CORRECTED FOR THE CROSSWIND AND SCRATCHED THE WIN
20210326022479A	ON MARCH 29, 2021 AT APPROXIMATELY 1546 CENTRAL DAYLIGHT TIME, BEECHCRAFT BONANZA 35 N3953N IMPACTED THE GROUND AFT
20220207004819A	THE STUDENT PILOT WAS SCHEDULED TO FLY ON A FIRST SUPERVISED SOLO FLIGHT. THE INSTRUCTOR GAVE ALL THE INSTRUCTION R
20220406005469A	N733EJ WAS CLEARED FOR A TOUCH AND GO ON RWY 33 AT RYAN. AT MIDFIELD WITH ALL WHELLS ON THE RUNWAY THE AIRCRAFT VEE
20220410006089A	THE PILOT IN COMMAND WAS FLYING FROM KLEW TO KCRG AT FL165, WEATHER\nCONDITIONS WERE VMC. CABIN PRESSURE DIFFERENTIA
20220606009719A	ON 06/06/2022 AT APPROXIMATELY 11:30 AM. EXPERIMENTAL AMATEUR-BUILT PITTS SPECIAL S1C ^PRIVACY DATA OMITTED^ DEPART
20220712012469A	ON JULY 12, 2022, ABOUT 1901 PACIFIC DAYLIGHT TIME, AN AEROSTAR, ^PRIVACY DATA OMITTED^ SUSTAINED SUBSTANTIAL DAMAG
20220730013739A	ON 07/30/2022 AT APPROXIMATELY 1035, ^PRIVACY DATA OMITTED^ A CESENA C-120 AIRCRAFT, ^PRIVACY DATA OMITTED^OPERATED
20220818014709A	AIRCRAFT ^PRIVACY DATA OMITTED^ CRASHED UNDER UNKNOWN CIRCUMSTANCES IMMEDIATELY AFTER TAKEOFF. AIRCRAFT IMPACTED ON
20230402004949A	DURING INSTRUCTIONAL FLIGHT FOR NEW TYPE OF AIRCRAFT FOR REGISTERED OWNER, AFTER APPROX 40 MINUTES OF PATTERN WORK 
20220829015269A	ON AUGUST 29, 2022, ABOUT 1830 LOCAL TIME, PIC STATED HE WAS FLYING NEAR KNIK GLACIER, AK, WHERE HE OBSERVED THE AR
20220910015379A	AIRCRAFT DEPARTED OLD KINGSLAND AERODROME ON RNWY 14.  DURING CLIMBOUT AIRCRAFT LOST POWER.
20210715022969A	THE PILOT PERFORMED A ENGINE RUN UP FOR ABOUT 15 MINUTES FOR WARM UP AND ENGINE CHECKS. AFTER TAKEOFF REACHING AN A
20230113000089I	ON JANUARY 13, 2023, AT APPROXIMATELY 1200 LOCAL TIME,  A 1968 PIPER MODEL PA-28R-180 ^PRIVACY DATA OMITTED^ WAS IN
20220920018369A	THIS ACCIDENT INVOLVED A CESSNA CITATION 525B (CJ3) OPERATED UNDER PART 91. DURING THE APPROACH TO LANDING THE PILO
20230117000219I	PART 141 FLIGHT SCHOOL^PRIVACY DATA OMITTED^ OPERATING CESSNA 172P, ^PRIVACY DATA OMITTED^, LANDED ON STATE ROAD 27
20230130000549I	ON JANUARY 30, 2023, AT APPROXIMATELY 15:15, THIS OFFICE WAS CONTACTED BY THE WESTERN REGIONAL OPERATIONS CENTER WI
20220719022069I	SPOKE WITH UAS PILOT  ON THIS DAY.  PILOT WAS VERY COOPERATIVE.  HE IS NOT 107.  HE IS A RECREATIONAL PILOT.    UAS
20230127000559I	THE PILOT STATED HE MADE A NORMAL APPROACH AND LANDING (60 MPH) ON RUNWAY 9.  ON ROLLOUT AT APPROX. 30MPH THE NOSE 
20221009019919I	ON OCTOBER 10, 2022, THE HARRISBURG FLIGHT STANDARDS DISTRICT OFFICE FSDO RECEIVED AN EMAIL STATING THAT ^PRIVACY D
20220902020619I	PILOT WAS PREFORMING LANDINGS WITH AN INSTRUCTOR ON BOARD. AFTER THE FLIGHT THE PILOT PARKED THE AIRCRAFT, AND THE 
20230123002009A	01/23/2023 ^PRIVACY DATA OMITTED^ WENT OFF LEFT SIDE OF RUNWAY AT FLYING CLOUD AIRPORT (KFCM) DURING ATTEMPTED GO A
20221125021489A	ON NOVEMBER 25, 2022 AT APPROXIMATELY 1615, ^PRIVACY DATA OMITTED^, AN EXTRA EA 300/LC SINGLE ENGINE AIRPLANE, OPER
20220511021939I	)N 05/11/2022 AT KCFO AIRPORT DURING AN INSTRUCTIONAL FLIGHT, THE STUDENT MADE A CROSSWIND LANDING AND AFTER TOUCHD
20230327004589I	STATEMENT OF EVENT:\nCFI STATEMENT: INTIATED SECOND TOUCH AND GO ON RWY 22 AT JZI. UPON REACHING APPROXIMATELY 200 F
20230523005019I	THE STUDENT PILOT (PIC) WAS ON AN INITIAL SOLO FLIGHT AT THE KCFE AIRPORT AND REMAINED IN THE TRAFFIC PATTERN FOR R
20230529005069I	UPON LANDING ROLL-OUT, THE LEFT AND RIGHT MAIN LANDING GEAR CONTACTED RUNWAY. SHORTLY AFTER THE NOSE LANDING GEAR C
20230609005009I	AT APPROXIMATELY 1500 CDT ON JUNE 9, 2023, DURING A HELICOPTER AIR AMBULANCE PATIENT TRANSFER FROM CHOCTAW, AL TO^P
20230331005089A	INSTRUCTOR/PIC: MY STUDENT AND I WERE ON AN INSTRUCTIONAL FLIGHT AT LEESBURG, FL AIRPORT (KLEE) ON FRIDAY MARCH 31,
20230513005049I	ON ARRIVAL INTO MMQT, ATC VECTORED FLIGHT TOWARD SIGNIFICANT SEVERE CONVECTIVE ACTIVITY WHILE IN IMC CONDITIONS.   
20220811022099A	PILOT STATEMENT:\n"WAS HEADING BACK FROM KHQU TO KGMU WITH FLIGHT FOLLOWING. WAS TRANSFERRED OVER GREENVILLE TOWER A
20230603005059A	AIRCRAFT DEPARTED RWY14 46D AIRPORT. WHILE AIRCRAFT WAS ON A RIGHT CROSSWIND THE AIRCRAFT EXPERIENCED A PARTIAL POW
20220118022109A	-9 REPORT STATED THAT THE AIRCRAFT LANDED AT ABOUT THE 500 FOOT MARK. AIRCRAFT VEERED LEFT AND DEPARTED THE RUNWAY 
20220403022119I	ON 4/3/2022 STUDENT PILOT ON FIRST LEG OF SOLO CROSS COUNTRY ENCOUNTERED A ROUGH LANDING ON RNWY 18. STATEMENT FROM
20230411005139I	PILOT'S DESCRIPTION OF FLIGHT - \n\nVFR FLIGHT PLAN FILED (KOGD TO 67L) FOR DEPARTURE AT 14:00 ON 4/11/2023 USING FOR
20220621022149A	UPON TAKE OFF AIRCRAFT FAILED TO CLIMB AND CRASHED IN A FIELD APPROXIMATELY .5NM EAST OF BOURLAND FIELD (50F), FORT
20211030023149I	^PRIVACY DATA OMITTED^, A CESSNA 340 AIRCRAFT WAS ON A REPOSITIONING FLIGHT BY THE PILOT IN COMMAND (PIC) ^PRIVACY 
20211031023139A	^PRIVACY DATA OMITTED^, A CESSNA 152 WAS PRACTICING TAKEOFFS AND LANDINGS DURING AN UNSUPERVISED SOLO FLIGHT BY THE
20230510005119A	LEAD OF A FLIGHT TWO AIRCRAFT, COLLABORATIVE EFFORT FOR U.S NAVY TRAINING. THE TWO AIRCRAFT TOOK OFF FROM N.A.S PT 
20220606022129A	ON JUNE 6, 2022, ABOUT 0950 CENTRAL STANDARD TIME, A ROBINSON R44 HELICOPTER,^PRIVACY DATA OMITTED^, WAS SUBSTANTIA
20230622005109I	INCIDENT INVESTIGATION NARRATIVE\nON JUNE 22, 2023, AT APPROXIMATELY 07:46 LCL, AN AIR TRACTOR (AGRICULTURAL APPLICA
20230521005129A	ON MAY 21, 2023, ^PRIVACY DATA OMITTED^ OPERATED AIRBUS AS350, ^PRIVACY DATA OMITTED^. 2 PILOTS EMPLOYED BY ^PRIVAC
20230521005159A	PILOT ATTEMPTED AN IN GROUND EFECT TAKEOFF. THE PILOT STATED THAT AS THE AIRCRAFT LEFT THE GROUND, THE AIRCRAFT ASS
20220620022139I	AT 1531Z, JUNE 20, 2022, PILOT REPORTED THAT HE EXPERIENCED LOSS OF POWER, AS A CONSEQUENCE OF THIS, THE PILOT WAS 
20220527022229A	A PREFLIGHT WAS COMPLETED ON ^PRIVACY DATA OMITTED^ ON THE DATE OF THE FLIGHT.  MAGNETO CHECKS WERE COMPLETED AT NO
20230528005199I	SAN ANTONIO, TX (SAT): ^PRIVACY DATA OMITTED^, C750, SAT-ABQ,\nVEERED RT OFF RWY 13R INTO THE GRASS, DAMAGING\nGEAR. 
20220918022219I	DURING THE LANDING PHASE OF FLIGHT THE PILOT VEERED OFF THE RUNWAY RESULTING IN THE PROPELLER STRIKING THE DIRT. PR
20220728022199A	ON 7/28/2022 AT APPROXIMATELY 1435 LOCAL TIME ^PRIVACY DATA OMITTED^ REPORTED A ROUGH RUNNING ENGINE TO ATC AND DEC
20220605022189A	ON JUNE 5, 2022, ABOUT 17:50 CENTRAL DAYLIGHT TIME, A 1961 BEECH 35-A33, REGISTRATION NUMBER ^PRIVACY DATA OMITTED^
20220626022169I	ON 6-26-2022 AT APPROXIMATELY 1400 CDT AIRCRAFT ^PRIVACY DATA OMITTED^ TOOK OFF FROM THE BRIDGEPORT TEXAS AIRPORT. 
20220516022249I	ON MAY 16, 2022, ABOUT 1136 CENTRAL DAYLIGHT TIME, A CESSNA P-210 WAS DAMAGED WHEN IT WAS LANDED WITH THE GEAR UP A
20220605022179A	MIDLOTHIAN TX: (TA11):^PRIVACY DATA OMITTED^ SINGLE SEAT, MID-WING GLIDER, SGS1-35G, LANDED 1/2 MILE SHORT OF THE R
20220923022239I	^PRIVACY DATA OMITTED^ WAS INBOUND TO LAND RY 18R. THE PIC WAS INSTRUCTED TO ENTER RIGHT DOWNWIND FOR RY 18R. THE A
20230609005189I	ON 06/09/2023 AIRCRAFT LANDED 16R AT SEATAC AIRPORT AND WERE GIVEN TAXI INSTRUCTIONS FROM SPOT 55 AROUND NORTH SIDE
20220909022209I	^PRIVACY DATA OMITTED^ WAS ON APPROACH TO RUNWAY 16 AT FORT WORTH MEACHAM INTERNATIONAL AIRPORT (KFWS) AND DURING T
20230415005229I	- ON FINAL TURN, STABILIZED APPROACH WITH WINDS FROM WEST.\n- STABLE IN FLAIR ALIGNED WITH RUNWAY USING CROSS WIND C
20220227022159A	ON FEBRUARY 27, 2022, AT APPROXIMATELY 1800 CENTRAL DAYLIGHT TIME, KITFOX 4-2100,^PRIVACY DATA OMITTED^, WAS PERFOR
20210124002149I	ON 1/24/2021, AT APPROXIMATELY 13:30 LOCAL TIME, N286HG, A PIPER PA-28R-201, OPERATED BY MIDDLE GEORGIA STATE UNIVE
20200919020741A	GLIDER WAS BEING TOWED FOR TAKEOFF AND GLIDER WING STRUCK WING OF A GLIDER THAT HAD JUST LANDED ON AN OPPOSING HEAD
20230329005249I	ON 29 MARCH 2023 AT APPROXIMATELY 11:21L ^PRIVACY DATA OMITTED^ ATTEMPTED TO TAKEOFF FROM RUNWAY 18 AT MCKINNEY NAT
20210218003679I	ON FEB 18, 2021 AIRCRAFT LANDED ON RUNWAY 13 AT VENICE MUNICIPAL AIRPORT (VNC) THE AIRCRAFT LANDED AND THE LEFT LAN
20210406003709A	AIRCRAFT LANDED LONG AND FAST; PILOT PUT NOSE DOWN AND APPLIED THE BRAKES. THE AIRCRAFT VEERED TO THE LEFT SIDE OF 
20210422004669A	ON APRIL 22, 2021, AT 0946 MST, A FLIGHT DESIGN GMBH SPECIAL LIGHT SPORT, N378CT, REGISTERED TO ^PRIVACY DATA OMITT
20210610009499I	AIRCRAFT DEPARTED FROM KTMB, AFTER DEPARTING THE AIRCRAFT EXPERIENCE ENGINE PROBLEMS, PILOT PERFROMED ENGINE FAILUR
20210629011569A	ON APPROACH TO RUNWAY 08 AT BORREGO VALLEY AIRPORT (L08) THE PILOT WAS PRACTICING LANDINGS WHEN ON THE FLARE THE PI
20210818014409A	AIRCRAFT DEPARTED 8A3 TO THE NORTH. THE AIRCRAFT ACCELERATED THROUGH ETL AND BEGAN ITS DEPARTURE CLIMB. AT APPROXIM
20210924016359I	N8678Q, BE-35, HILLSBORO (KM66) KS. DURING A CROSS-COUNTRY TRIP, THE PILOT  CHOSE TO LAND AT M66 SO HIS 90 Y-O MOTH
20210928016439A	ON OCTOBER 08, 2021, AT 1502 MDT, A CESSNA P210N, N4614K, ^PRIVACY DATA OMITTED^, HAD THE RIGHT MAIN LANDING GEAR C
20210922017019I	APPROXIMATELY 2 HOURS AFTER GETTING THE EXPERIMENTAL AIRWORTHINESS CERTIFICATE ISSUED BY AN FAA INSPECTOR FROM THE 
20210901018589A	2021-09-01 N705L, A ZENITH 701 FLIPPED OVER AFTER LANDING ON THE GRASS RWY 23 AT GRANTSBURG, WI. (KGTG)\nPIC WAS HEA
20211128019969A	ON NOVEMBER 28, 2021 AT APPROXIMATELY 1601 LOCAL TIME, A EXPERIMENTAL LIGHT SPORT AIRCRAFT FLIGHTSTAR II N2772R ATT
20211115019559A	N21890 DEPARTED TPF AND LANDED AT LAL TO PICK UP A PASSENGER.  AFTER APPROXIMATELY 30 MINUTES ON THE GROUND AT LAL,
20211124021979A	DUE TO UNEXPECTED LOW FUEL LEVEL INDICATION, THE PILOT ATTEMPTED TO MAKE AN EMERGENCY LANDING IN A FIELD. ON APPROA
20220201002859A	N35CM LANDED ON GRASS RUNWAY AT KCGC, DURING LANDING ROLL OUT THE NOSE LANDING GEAR COLLAPSED, ROLLED ANOTHER 20 FT
20220314003499A	ON 3/14/2022 AFTERNOON AIRCRAFT DEPARTED PSP WITH LANDING GEARS EXTENDED FOR KWJF TO GET NOSE LANDING GEAR CHECKED 
20220319003959I	AIRCRAFT N852PG FLEW FROM NEW YORK TO JEKYLL ISLAND. DURING ENROUTE THE AIRCRAFT EXPERIENCED A FUEL STARVATION COIN
20210724022659A	ON JULY 24, 2021 AT 9:21PM MDT AT ^PRIVACY DATA OMITTED^, A DJI MAVIC AIR2 DRONE, PILOTED BY^PRIVACY DATA OMITTED^ 
20230420005209I	PILOT STATED HIS AIRCRAFT SUFFERED AN ENGINE FAILURE SHORTLY AFTER TAKEOFF AT APPROXIMATELY 75 FEET AGL DUE TO POSS
20220509006779I	ON MAY 9, 2022, N711RD EXPERIENCED A WINGTIP STRIKE ON THE RUNWAY IN GUSTING CROSSWINDS WHILE ATTEPMTING A LANDING.
20220513006899A	AT 11:45 AM INSPECTORS ARRIVED AT STRONG HOSPITAL MAIN DESK AND WAS DIRECTED TO THE EMERGENCY ROOM. FROM THERE, AN 
20220506008149I	ON MAY 6, 2022 AT APPROXIMATELY 1145 LOCAL TIME, WHILE CONDUCTING AGRICULTURAL AERIAL APPLICATIONS FOR A PRIVATE LA
20220528009039A	ON 28 MAY 2022, PIC WITH 2 PASSENGER ONBOARD ATTEMPTED TO LAND NEAR THE FOOT OF THE MATANUSKA GLACIER AND MATANUSKA
20220525009339A	AERONCA CHAMP ^PRIVACY DATA OMITTED^ WAS INVOLVED IN AN ACCIDENT ON MAY 25, 2022; ONE PERSON ON BOARD AND ONE CANIN
20221101022319I	ON 11/1/2022 AT 0800 AIRCRAFT ^PRIVACY DATA OMITTED^ DEPARTED THE LANDINGS AIRPORT (66TE) IN PECAN PLANTATION FOR D
20220622010869I	PILOT DEPARTED KIGQ AT 1730 CENTRAL TIME ON 06/22/2022 IN VFR CONDITIONS GOING TO KLSE. ABOUT 45 MINUTES OUT FROM K
20220717012602A	ON JULY 17, 2022, AT APPROXIMATELY 2000 UTC (1200 PDT), A PIPER ^PRIVACY DATA OMITTED^ AND A CESSNA^PRIVACY DATA OM
20220720012839I	AFTER ^PRIVACY DATA OMITTED^ TOUCHED DOWN ON RWY 32, THE NOSE GEAR BEGAN TO WOBBLE SIDE TO SIDE AND  THE NOSE GEAR 
20220906015409I	THE PILOT STARTED TO TAXI FROM HIS PARKING SPOT AT THE NOME AIRPORT. DURING A SLIGHT LEFT TURN AT SLOW SPEED THE RI
20221022016129I	ON OCTOBER 22, 2022  AT Y14 (TEA, SD) PILOT MADE AN APPROACH TO LAND, PILOT DID NOT PULL FULL FLAPS WHILE ON APPROA
20221117017719I	AFTER T/0 FROM CAK, WITH GEAR SELECTED UP, HAD INDICATION OF NOT A COMPLETE RETRACTION.  SELECTED "GEAR DOWN" AND H
20221028020429A	ON OCTOBER 28, 2022, AT 1243 EASTERN DAYLIGHT TIME, AN EXPERIMENTAL HOMEBUILT ZENITH 750, ^PRIVACY DATA OMITTED^, W
20230314005259I	^PRIVACY DATA OMITTED^ LANDED AND NOSE GEAR COLAPSED. PIC TAXIED WITH GEAR COLLAPSED, CLEARED THE RUNWAY, AND STOPP
20220822020709I	ON 8/22/2022 @ KAPA, AT APPROXIMATELY 13:35 LOCAL, ^PRIVACY DATA OMITTED^ A LR-35 AIRCRAFT ATTEMPTED TO LAND ON RWY
20230325003209I	SEPARATION OF NOSE LANDING GEAR LEG ASSEMBLY FROM AIRCRAFT DURING LANDING SEQUENCE AT COLONEL JAMES JABARA AIRPORT 
20230319003809I	AFTER COMPLETING THE 5TH TOUCH AND GO LANDING, WHILE ON THE LANDING ROLLOUT, THE NOSE GEAR FOLLOWED BY THE MAIN LAN
20230212004719I	UPON RETURN TO KTCY A STANDARD LEFT 45 PATTERN TO RUNWAY 30 WAS INITIATED. UPON TURNING DOWNWIND THE GEAR WAS SELEC
20220809022079I	^PRIVACY DATA OMITTED^ TYLER ACKNOWLEDGED THAT HE WAS OPERATING A UAS AND STATED HE USES IT FOR WORK PURPOSES TO SU
20221021022299A	AIRCRAFT DEPARTED TYR @ 1423.  CLIMBED TO APPROX. 5475 FEET AT 79 KNOTS, IAW ADS-B DATA. AIRCRAFT THEN ACCELERRATED
20230119005179I	OKEECHOBEE, FL (OBE): ^PRIVACY DATA OMITTED^, PA-24-260, EXPERIENCED A NOSE GEAR COLLAPSE UPON LANDING ON RUNWAY 23
20230218005289A	PILOT STATED THAT HE WAS FERRYING THE AIRCRAFT ON A SPECIAL FLIGHT PERMIT IN ORDER TO GET AN ANNUAL ACCOMPLISHED. H
20230218005299A	INTERVIEW OF CFI INDICATED THAT THE ENGINE LOST POWER WHILE RECOVERING FROM A POWER OFF STALL MANEUVER AS THE THROT
20230126005309I	PILOT EXPERIENCED AN ENGINE FAILURE ON DEPARTURE LANDED ON AIRPORT INFIELD NO DAMAGE TO AIRCRAFT. POST INCIDNET REV
20230301005359I	DURING A TRAINING FLIGHT THE STUDENT PERFORMED A LOSS OF ENGINE SIMULATION AND UPON RETRACTING THE FLAPS FROM 20 DE
20230301005279A	1. WHO: AIRCRAFT ACCIDENT\n2. WHAT: REPORTED VEHICLE STRIKE\n3. WHERE: KINJ RAMP\n4. WHEN: 2/26/2023-03/01/2023\n5. HOW
20230506005349A	ON MAY 6, 2023 AT 1526 LOCAL TIME AT KAPA AIRPORT, ^PRIVACY DATA OMITTED^, A CESSNA 172, DEPARTED TAXIWAY C WHILE T
20221109022359I	THE PILOTS APPROACH WAS ON THE RUNWAY CENTER LINE. BECAUSE OF A CROSSWIND GUSTS THE APPROACH WAS AT A SLIGHT CRAB U
20230120005329I	PILOT STATED THAT HE HAD DEPARTED PROPWASH AIRPORT FOR BRIDGEPORT. HE WAS CRUISING AT 3,200 FT WHEN HIS EXHAUST GAS
20230115005339A	ON JANUARY 15, 2023 AT 0930 CST, A HATZ/CHEEK HOME BUILT EXPERIMENTAL AIRCRAFT ^PRIVACY DATA OMITTED^, S/N 825 ^PRI
20221215022339I	THE SUBJECT AIRCRAFT WAS BEING REPOSITIONED FROM ONE HANGAR TO ANOTHER WITH NO INTENTION OF FLIGHT.\n\nN455DB WAS TAX
20230310005262A	FIXED WING AIRCRAFT N530SX TAXIED INTO THE BACK OF GYROCOPTER N1941L CAUSING DAMAGE TO BOTH AIRCRAFT. GYROCOPTER HA
20230307005409I	STATEMENT OF EVENT:\nPILOT STATEMENT: HERE IS A STATEMENT OF WHAT OCCURRED ON MARCH 7, 2023 AT APPROXIMATELY 12:30 P
20210611006369I	ON JUNE 11, 2021 AT APPROXIMATELY 1300 MDT, A SKYDIVER IMPACTED THE TERRAIN ON VANCE BRAND AIRPORT (KLMO), LONGMONT
20230319005419I	MESQUITE, TX (HQZ): ^PRIVACY DATA OMITTED^, BE9L, LANDED RUNWAY 36, LEFT MAIN TIRE DETACHED FROM AIRCRAFT WHILE TUR
20230520005449I	RAN OFF RUNWAY STRUCK FENCE
20230422005479A	AIRCRAFT LOST ALL ENGINE POWER DURING A NIGHT FLIGHT TO DVN AND LANDED ON A CITY STREET AT BUFFALO, IA.  ON ROLLOUT
20230117005439A	ON JANUARY 17, 2023, ABOUT 1039 CENTRAL STANDARD TIME, A PIPER PA-46-350P JETPROP DLX AIRPLANE, ^PRIVACY DATA OMITT
20220715022369A	ON JULY 15, 2022 AT APPROXIMATELY 0815 LOCAL,^PRIVACY DATA OMITTED^ WAS ON A VFR APPROACH TO LAND ON RUNWAY 18 AT S
20230424005469I	ACCORDING TO THE PILOT'S STATEMENT: ON APRIL 24, 2023, AT 10:30AM EASTERN DEPARTED IOB ON AN IFR FLIGHT PLAN TO HEF
20230427005422A	AIRCRAFT WAS RENTED TO CERTIFICATED PILOT, WHO HAD TROUBLE STARTING THE ENGINE. PILOT THEN ASKED NON-CERTIFICATED F
20230426005399I	ON APRIL 26, 2023, AT 2306L MST, A LANCAIR 320, OWNED AND OPERATED BY A COMMERCIAL PILOT DEPARTED LUBBOCK INTERNATI
20230506005589A	AIRCRAFT WAS ON APPROACH TO RUNWAY 16 AT ENNIS MUNICIPAL AIRPORT (F41) ENNIS, TX WHEN THE AIRCRAFT TURNED WEST OF R
20230521005489A	THE PILOT DRAGGED THE TAIL OF THE AIRCRAFT 3 TIMES ON GRASS RUNWAY PRIOR TO ROTATION AND AFTER ROTATION DID NOT STA
20220903022379I	FROM FORM 8020-9 ^PRIVACY DATA OMITTED^ WAS CLEARED FOR THE OPTION ON RUNWAY 26L. AFTER TOUCHING DOWN ^PRIVACY DATA
20230428005519I	PILOT REPORTED NOSE-WHEEL SHIMMY ON PREVIOUS FLIGHT. MECHANIC MADE REPAIRS TO NOSE LANDING GEAR. PILOT TOOK AIRCRAF
20221204022389A	ON 12/4/2022 AIRCRAFT ^PRIVACY DATA OMITTED^ A CESSNA 205 DEPARTED FROM WEST VIRGINIA ENROUTE TO GRANBURY TEXAS (GD
20230413005559I	AIRCRAFT CAUGHT ON FIRE DURING ENGINE START.
20221213022399A	ON 12/13/2022 AT APPROXIMATELY 1100 LOCAL TIME, A PIPER TOMAHAWK PA-38-112 SUSTAINED SUBSTANTIAL DAMAGE AFTER EXHAU
20230430005509I	AIRCRAFT LANDED WITH GEAR IN THE PARTIAL DOWN POSITION, WHILE LANDING RUNWAY 27L AT KSEE. DAMAGE TO AIRCRAFT WAS MI
20230417005529I	DURING LANDING ROLLOUT THE AIRCRAFT NOSE LANDING GEAR BOLTS SHEARED. THE LANDING GEAR CONTACTED THE GROUND CAUSING 
20230203005579I	THE PILOT, STATED THAT HE HAD DEPARTED FROM RUNWAY 3 AND PROCEEDED TO FLY OVER TO A GRASS FIELD ADJACENT TO THE END
20230414005549A	ON APRIL 14, 2023, AT 1710 PDT, A CESSNA 172N, ^PRIVACY DATA OMITTED^, LANDED ON RUNWAY 30R AT THE NORTH\nLAS VEGAS 
20230523005619I	THE INCIDENT OCCURRED DURING NIGHTTIME WITH THUNDERSTORMS IN THE AREA. THE AIRCRAFT TAXIED OFF OF TAXIWAY ALPHA TO 
20230317005679A	THE AIRCAFT WAS OPERATING AS A 14 C.F.R PART 91 REPOSITIONING FLIGHT HAVING DEPARTED FROM KRVS AIRPORT.  DURING LAN
20230620005652I	ON TUESDAY JUNE 20, 2023, AT 09:15 IN KTPA, MISHAP AIRCRAFT #1 (MA#1) WAS BEING TOWED TO GATE C-XX. MISHAP AIRCRAFT
20201106018879I	PRIOR TO LANDING ON THE WATER, PILOT FAILED TO PERFORM LANDING CHECKLIST AND DID NOT RETRACT THE LANDING GEAR INTO 
20200910020009I	LYM414, A METROLINER (N788KL) OPERATED BY ^PRIVACY DATA OMITTED^ UNDER PART 135, LANDED AT NORTH PLATTE NE (LBF).  
20200922019639I	GUST OF WIND OR TWISTER ON LANDING CAUSED AIRCRAFT TO BOUNCE AND VEER ANGLE TO RUNWAY AND LAND HARD COLLAPSING RIGH
20210220001869A	N10KV IMPACTED WOODED TERRAIN WEST OF THE CULLMAN REGIONAL AIRPORT IN VINEMONT, ALABAMA.  THE AIRPLANE WAS DESTROYE
20210501003989I	THE CREW HAD GROUND POWER CONNECTED TO THE AIRCRAFT TO RUN AC. THE GPU WAS POSITIONED IN FRONT OF THE LEFT LEADING 
20210519010449I	DURING THE URGENT LAND PROCESS, SN000368 EXPERIENCED A SEVERELY DEGRADED CAN-BUS DUE TO FAULTY OR DAMAGED HARNESSIN
20210528010179A	PILOT ATTEMPTED TAKEOFF WITH A RIGHT QUARTERING TAILWIND. THE PILOT ABORTED THE DOWNWIND TAKEOFF AFTER BECOMING AIR
20210719011249A	N9024M FLIGHT WITH 01 PILOT ONBOARD ORIGINATING FROM MATAGORDA ISLAND, TX, CRASHED IN A FIELD FIVE MILES SOUTHEAST 
20210818015019A	ON AUGUST 18, 2021, APPROXIMATELY 093O, A PILOT FLYING N162LR, AN EXPERIMENTAL AMATEUR BUILT HELICOPTER WAS LANDING
20210826015059I	ON 08/26/2021, AT 18:22Z, 11:22 AM LOCAL, ^PRIVACY DATA OMITTED^WAS LANDING AN AERO COMMANDER 100-180 (N4030X) BORR
20210829017899A	PILOT #2 WAS RECEIVING MOUNTAIN TRAINING FROM INSTRUCTOR PILOT (PILOT #1). WHILE FLYING,  USING VISUAL LANDMARKS, B
20211008019919A	ON FRIDAY OCTOBER 8, 2021, N677JD, A STENSON 108, WAS INVOLVED IN AN OFF-FIELD LANDING IN GRAYSTONE, AR.\n\nTHE AIRMA
20230705005669I	PILOT REPORTED BIRD STRIKE ON LEFT WING DURING SHORT FINAL ON RUNWAY 32. MAINTENANCE INSPECTED AIRCRAFT AND NO DAMA
20211204020279I	AIRCRAFT DEPARTED FROM KUOX, UNIVERSITY OF OXFORD AIRPORT, OXFORD, MS AT APPROXIMATELY 10:02 CST (1602Z). THE PILOT
20211111020839A	N90559, C 172, DEPARTED CDW VFR ON A TRAINING FLIGHT. THE AIRCRAFT DID NOT RETURN TO CDW WHEN EXPECTED SO THE FLIGH
20211229021499I	THE PILOT LANDED ON RUNWAY 27 AT MELBOURNE, FLORIDA AIRPORT WITH NO ISSUES. WHEN THE PILOT ATTEMPTED A RIGHT TURN O
20220115000642I	PART 91, BEECH BE-23-A24R AIRCRAFT REGISTRATION N52LV, SERIAL NUMBER MC-22 WHILE IN THE RAMP THE AIRCRAFT PREFORMED
20220312001719A	APPROXIMATELY 1830 ON MARCH 12, 2022. N761AF WAS IN FLIGHT FROM AR62 ARKANSAS CHILDREN?S HOSPITAL HELIPORT, DESCEND
20220213001849A	AIRCRAFT WAS CLEARED FOR THE APPROACH TO RWY 26 AT KMRH AIRPORT AND INSTRUCTED TO MAINTAIN 1,900 MSL.  ATC OBSERVED
20220224002319A	ON THE FOURTH FLIGHT DURING SKY DIVING OPERATIONS, THE AIRPLANE MADE A GRADUAL CLIMB TO 12,700 FT. MSL WHERE THE SK
20220317003909I	^PRIVACY DATA OMITTED^ WAS PRACTICING TOUCH AND GO LANDINGS.  HE STATED THAT HE TYPICALLY LEAVES THE GEAR DOWN FOR 
20220324004149A	ON MARCH 24, 2022, THE PIC OF N111NW TOOK ON ~37.4 GALLONS OF FUEL AT CASPER WYOMING INTERNATIONAL AIRPORT (CPR).  
